"ProductReference","Name","PrimaryCategory","CurrencyCode","CurrencyDescription","LegalStructure","ClosedToInvestDate","ReopenToInvestDate","InceptionDate","PerformanceStartDate","PerformanceEndDate","GrossNett","InitialNAV","InitialSharePrice","Guaranteed","NavROR","MinimumInvestment","ManagementFee","IncentiveFee","ManagementFeePayablePeriod","HighWaterMark","ShareEqualisationMethod","Leveraged","MaxLeverage","AvgLeverage","Futures","Derivatives","Margin","FXCredit","PersonalCapital","PersonalCapitalAmount","CurrencyExposure","OpenEnded","OpenToPublic","InvestsInManagedAccounts","InvestsInOtherFunds","AcceptsManagedAccounts","ManagedAccountsMinAmount","TrackingFrequency","SubscriptionFrequency","RedemptionFrequency","RedemptionNoticePeriod","LockUpPeriod","LockUpComment","PayOutPeriod","PayOutComment","AuditDate","RegisteredInvestmentAdviser","DomicileState","DomicileCountry"
104431,"Northlight European Fundamental Credit A USD","Other","USD","US Dollar","OEIC",,,2009-12-31 00:00:00,2018-05-10 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",1000000,1.5,15,"Monthly",1,0,1,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Daily","Daily",30,0,"No Lockup",15,"The Fund will use reasonable commercial efforts to effect payment of redemption proceeds within 15 calendar days after the finalisation of the Net Asset Value.",2018-12-31 00:00:00,0,"None","Cayman Islands"
104434,"Northlight European Fundamental Credit A GBP","Other","GBP","British Pound Sterling","OEIC",,,2014-02-28 00:00:00,2018-09-27 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",1000000,1.5,15,"Monthly",1,0,1,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Daily","Daily",30,0,"No Lockup",15,"The Fund will use reasonable commercial efforts to effect payment of redemption proceeds within 15 calendar days after the finalisation of the Net Asset Value.",2018-12-31 00:00:00,0,"None","Cayman Islands"
104441,"Cerro Torre SICAV Smeraldo","Global Macro","EUR","Euro","SICAV",,,2013-11-01 00:00:00,2019-05-10 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",10000,1.75,,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104485,"Ellerston Australian Market Neutral","Equity Market Neutral","AUD","Australian Dollar","Unit trust",,,2013-06-03 00:00:00,2014-11-14 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",25000,1.2,20,"Monthly",1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,"Monthly","Daily","Daily",0,0,"No Lockup Period",10,"10 days",2019-06-30 00:00:00,0,"None","Australia"
104488,"LL Global Fund Series SICAV plc-LL Premium Option","Options Strategy","EUR","Euro","SICAV",,,2010-12-31 00:00:00,2014-11-12 00:00:00,2019-06-30 00:00:00,"N",100,100,0,"R",10000,1.5,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Weekly","Weekly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104490,"Triple3 Volatility Advantage Fund - Class A","Other","AUD","Australian Dollar","Unit trust",,,2014-05-12 00:00:00,2014-11-17 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",25000,1.45,20,"Monthly",0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,"Monthly","Daily","Daily",0,0,"No Lockup Period",5,"",2018-12-31 00:00:00,0,"None","Australia"
104522,"Triple3 Volatility Advantage Fund - Class S","Other","AUD","Australian Dollar","Unit trust",,,2014-07-03 00:00:00,2014-11-17 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",25000,1.45,20,"Monthly",0,0,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Monthly","Daily","Daily",0,0,"No Lockup Period",5,"",2018-12-31 00:00:00,0,"None","Australia"
104524,"PP charisma Support Fund CHF","Global Macro","CHF","Swiss Franc","SICAV",,,2012-09-28 00:00:00,2014-11-17 00:00:00,2019-02-28 00:00:00,"N",100,100,0,"R",75000,1.5,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104525,"PP Global Opportunity Fund -C","Event Driven","CHF","Swiss Franc","SICAV",,,2013-11-15 00:00:00,2014-11-17 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",10000,1.5,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2019-09-30 00:00:00,0,"None","Malta"
104526,"GMO SGM Major Markets Trust","Global Macro","AUD","Australian Dollar","Unit trust",,,2014-12-02 00:00:00,2015-03-17 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",500000,1.011,,"Daily",0,0,1,300,260,1,1,0,1,0,0,0,0,1,0,0,0,,"Monthly","Daily","Daily",1,0,"No lock up.",0,"GMO Australia generally pays redemption proceeds within 3 New South Wales business days, however the Trust's  constitution allows for up to 30 days to pay redemption proceeds",2019-06-30 00:00:00,0,"None","Australia"
104563,"MAN GLG European Distressed V","Event Driven","USD","US Dollar","Limited Liability Company",,,2014-01-31 00:00:00,2014-12-03 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,2,20,"Monthly",0,0,1,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",90,0,"no lockup",0,"no payout",2018-12-31 00:00:00,0,"None","Cayman Islands"
104566,"ValueQuest India Moat Ltd B USD","Emerging Markets","USD","US Dollar","Limited Liability Company",,,2014-04-07 00:00:00,2014-12-01 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"N",1000000,1,20,"Monthly",0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",75,0,"12 months for Class A  36 months for Class B",0,"30 days",2018-12-31 00:00:00,0,"None","Mauritius"
104571,"Altinum Fund A","Equity Market Neutral","EUR","Euro","SICAV",,,2014-07-30 00:00:00,2014-11-26 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",75000,0.6,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104573,"Diversified Trading Fund B1","Multi-Strategy","USD","US Dollar","SICAV",,,2010-09-30 00:00:00,2014-11-27 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",75000,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104593,"Alpha Global Dynamic Leveraged Fund USD B1","Fund of Funds","USD","US Dollar","SICAV",,,2011-01-31 00:00:00,2014-11-28 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",750000,1,,,0,0,1,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104595,"Alpha Global High Yield Fund USD B1","Other","USD","US Dollar","SICAV",,,2012-03-30 00:00:00,2014-11-28 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",75000,1,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104596,"Pluri Invest Sicav plc- Kronos Fund A","Options Strategy","EUR","Euro","SICAV",,,2011-12-19 00:00:00,2014-11-28 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",75000,2,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2019-09-30 00:00:00,0,"None","Malta"
104597,"Pluri Invest Sicav plc- Kronos Fund C","Options Strategy","EUR","Euro","SICAV",,,2013-02-15 00:00:00,2014-11-28 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",75000,0.4,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2019-09-30 00:00:00,0,"None","Malta"
104621,"Lakefront Macro Fund","Fund of Funds","CNY","Chinese Yuan","Open-ended fund",,,2014-04-16 00:00:00,2015-06-05 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",10000000,0.1,50,"Quarterly",0,0,1,100,20,1,1,1,0,0,0,0,1,0,0,1,0,,"Monthly","Monthly","Monthly",15,12,"Subscription/purchasing/redeeming are accepted at 5th business days every month.",0,"Uncertain. Depends on fund manager.",2018-12-31 00:00:00,0,"None","China"
104624,"Centricus Wittenberg Euro Small and Mid Cap A3 EUR","Long/Short Equity Hedge","EUR","Euro","LU - SIF - SICAV",,,2013-10-31 00:00:00,2014-12-19 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",125000,1,10,"Quarterly",1,1,1,150,,0,0,0,0,1,6800000,1,1,0,0,0,1,50000000,"Monthly","Monthly","Monthly",90,0,"No lockup",3,"Redemption proceeds are payed out three business days following the Calculation Day. Refer to fund Offering Memorandum for more details.",2018-12-31 00:00:00,0,"None","Luxembourg"
104625,"Centricus Wittenberg Euro Small and Mid Cap B3 USD","Long/Short Equity Hedge","USD","US Dollar","LU - SIF - SICAV",,,2013-09-02 00:00:00,2014-12-19 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",200000,1,10,"Quarterly",1,1,1,150,,0,0,0,0,1,6800000,1,1,0,0,0,1,50000000,"Monthly","Monthly","Monthly",90,0,"No lockup",3,"Redemption proceeds are payed out three business days following the Calculation Day. Refer to fund Offering Memorandum for more details.",2018-12-31 00:00:00,0,"None","Luxembourg"
104626,"Centricus Wittenberg Euro Small and Mid Cap C3 GBP","Long/Short Equity Hedge","GBP","British Pound Sterling","LU - SIF - SICAV",,,2013-09-02 00:00:00,2014-12-19 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",150000,1,10,"Quarterly",1,1,1,150,,0,0,0,0,1,6800000,1,1,0,0,0,1,50000000,"Monthly","Monthly","Monthly",90,0,"No lockup",3,"Redemption proceeds are payed out three business days following the Calculation Day. Refer to fund Offering Memorandum for more details.",2018-12-31 00:00:00,0,"None","Luxembourg"
104627,"Centricus Wittenberg Euro Small and Mid Cap A2 EUR","Long/Short Equity Hedge","EUR","Euro","LU - SIF - SICAV",,,2014-02-28 00:00:00,2014-12-19 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",125000,1.5,15,"Quarterly",1,1,1,150,,0,0,0,0,1,6800000,1,1,0,0,0,1,50000000,"Monthly","Monthly","Monthly",90,0,"No lockup",3,"Redemption proceeds are payed out three business days following the Calculation Day. Refer to fund Offering Memorandum for more details.",2018-12-31 00:00:00,0,"None","Luxembourg"
104628,"Centricus Wittenberg Euro Small and Mid Cap B2 USD","Long/Short Equity Hedge","USD","US Dollar","LU - SIF - SICAV",,,2014-04-30 00:00:00,2014-12-19 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",200000,1.5,15,"Quarterly",1,1,1,150,,0,0,0,0,1,6800000,1,1,0,0,0,1,50000,"Monthly","Monthly","Monthly",90,0,"No lockup",3,"Redemption proceeds are payed out three business days following the Calculation Day. Refer to fund Offering Memorandum for more details.",2018-12-31 00:00:00,0,"None","Luxembourg"
104675,"Alloy US Long/Short LP","Equity Market Neutral","USD","US Dollar","Limited Partnership",,,2014-02-03 00:00:00,2014-12-18 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,1.5,15,"Monthly",1,0,1,,300,0,0,1,0,1,15000000,0,1,1,0,0,1,30000000,"Monthly","Monthly","Monthly",45,12,"5% penalty in initial 12 months",0,"No payout",2018-12-31 00:00:00,0,"Delaware","United States"
104800,"RohFund Income - Class B","Undefined","EUR","Euro","SICAV",,,2009-11-24 00:00:00,2014-12-08 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104801,"RohFund Growth - Class C","Undefined","EUR","Euro","SICAV",,,2009-11-24 00:00:00,2019-10-16 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",,1.4,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104803,"Ellerston Global Equity Managers (GEMS)","Fund of Funds","AUD","Australian Dollar",,,,2009-11-30 00:00:00,2014-12-11 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",10000,1.5,16.5,,1,0,1,,,,,,,0,0,0,0,0,0,1,0,,"Monthly","Not Defined","Not Defined",0,0,"No Lockup Period",12,"",2019-06-30 00:00:00,0,"None","Australia"
104805,"Saffron African Yield Opportunity","Global Macro","USD","US Dollar","SICAV",,,2014-03-01 00:00:00,2014-10-17 00:00:00,2019-07-31 00:00:00,"N",100,100,0,"R",75000,1.5,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104813,"Meridon Global Equity Fund","Equity Market Neutral","EUR","Euro","SICAV",,,2014-08-01 00:00:00,2014-12-16 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",125000,0.9,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104816,"Meridon Commodity Projects Fund","Other","CZK","Czech Krona","SICAV",,,2011-12-30 00:00:00,2014-12-17 00:00:00,2014-12-31 00:00:00,"N",100,100,0,"R",,1,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Annual","Annual",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104817,"Meridon Industrial Projects Fund","Other","CZK","Czech Krona","SICAV",,,2012-12-13 00:00:00,2014-12-18 00:00:00,2016-12-31 00:00:00,"N",100,100,0,"R",,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Annual","Annual",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104818,"Audentia Capital Sicav plc-Wilson Fund","Fund of Funds","USD","US Dollar","SICAV",,,2014-05-20 00:00:00,2014-12-19 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",75000,0.1,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104819,"Meridon Diversity Fund","Other","CHF","Swiss Franc","SICAV",,,2010-09-01 00:00:00,2014-12-23 00:00:00,2018-12-31 00:00:00,"N",100,100,0,"R",,1,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Semi-Annually","Semi-Annually",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
104827,"Next Edge AHL Class H","Fund of Funds","CAD","Canadian Dollar","CA - Trust",,,2013-02-11 00:00:00,2015-01-13 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",5000,0,,,0,0,1,,,,,,,0,0,0,0,0,0,1,0,,"Monthly","Weekly","Weekly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Canada"
104828,"Next Edge AHL Class L","Fund of Funds","CAD","Canadian Dollar","CA - Trust",,,2013-12-30 00:00:00,2015-01-13 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",2000000,1.25,,,0,0,1,,,,,,,0,0,0,0,0,0,1,0,,"Monthly","Weekly","Weekly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Canada"
104829,"Next Edge AHL Class M","Fund of Funds","CAD","Canadian Dollar","CA - Trust",,,2013-12-30 00:00:00,2015-01-13 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",2000000,0,,,0,0,1,,,,,,,0,0,0,0,0,0,1,0,,"Monthly","Weekly","Weekly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Canada"
104830,"Next Edge AHL Class K","Fund of Funds","CAD","Canadian Dollar","CA - Trust",,,2014-12-15 00:00:00,2015-05-11 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",5000,1,,,0,0,1,,,,,,,0,0,0,0,0,0,1,0,,"Monthly","Weekly","Weekly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Canada"
104831,"Next Edge AHL Class J","Fund of Funds","CAD","Canadian Dollar","CA - Trust",,,2014-12-15 00:00:00,2015-01-13 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",5000,2,,,0,0,1,,,,,,,0,0,0,0,0,0,1,0,,"Monthly","Weekly","Weekly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Canada"
104832,"SF (Lux) Sic 3 Key Multi Mgr Hgd Fd Focused EUR Ic","Undefined","EUR","Euro","LU - SICAV - Part 2",,,2013-07-30 00:00:00,2014-06-11 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2019-03-31 00:00:00,0,"None","Luxembourg"
104833,"SF (Lux) Sic 3 Key Multi Mgr Hgd Fd Focused CHF Ic","Undefined","CHF","Swiss Franc","LU - SICAV - Part 2",,,2013-07-30 00:00:00,2014-06-11 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2019-03-31 00:00:00,0,"None","Luxembourg"
104834,"SF (Lux) Sic 3 Key Multi Mgr Hgd Fd Focused USD Ic","Undefined","USD","US Dollar","LU - SICAV - Part 2",,,2013-07-29 00:00:00,2014-06-11 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2019-03-31 00:00:00,0,"None","Luxembourg"
104835,"Haussmann A USD D","Fund of Funds","USD","US Dollar","LU - SIF - SICAV",,,2014-12-01 00:00:00,2014-12-23 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",50000,1.9,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Luxembourg"
104836,"Haussmann B USD D","Fund of Funds","USD","US Dollar","LU - SIF - SICAV",,,2014-12-01 00:00:00,2014-12-23 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",100000,1.9,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Luxembourg"
104837,"Haussmann C EUR D","Fund of Funds","EUR","Euro","LU - SIF - SICAV",,,2014-12-01 00:00:00,2014-12-23 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",50000,1.9,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Luxembourg"
104838,"Haussmann D CHF D","Fund of Funds","CHF","Swiss Franc","LU - SIF - SICAV",,,2014-12-01 00:00:00,2014-12-23 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",50000,1.9,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Luxembourg"
104839,"Haussmann I USD D","Fund of Funds","USD","US Dollar","LU - SIF - SICAV",,,2014-12-01 00:00:00,2014-12-23 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",50000000,1.2,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Luxembourg"
105062,"Metatron Long-Term Equity Fund A","Global Macro","EUR","Euro","SICAV",,,2014-08-29 00:00:00,2015-02-09 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",75000,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
105063,"Metatron Global Macro Fund A","Global Macro","EUR","Euro","SICAV",,,2011-06-30 00:00:00,2015-02-09 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",75000,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
105065,"Areca Value Discovery A EUR","Fund of Funds","EUR","Euro","LU - SIF - SICAV",,,2008-12-01 00:00:00,2015-02-11 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",125000,1.5,10,"Monthly",0,0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,0,,"Monthly","Monthly","Quarterly",45,12,"A redemption fee of 1% will be applied to all redemptions that occur during 7 to 12 months of the issue of the shares.",22,"The proceeds of redemption will normally be paid in the currency of denomination of the Sub-Fund concerned within 10 BD after the calculation of the NAV of the shares. Such calculation will normally be made within 22 BD after the applicable valuation day.",2018-12-31 00:00:00,0,"None","Luxembourg"
105116,"Areca Value Discovery A USD","Fund of Funds","USD","US Dollar","LU - SIF - SICAV",,,2008-12-01 00:00:00,2015-02-26 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",125000,1.5,10,"Monthly",1,0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,0,,"Monthly","Monthly","Quarterly",45,12,"A redemption fee of 1% will be applied to all redemptions that occur during 7 to 12 months of the issue of the shares.",22,"The proceeds of redemption will normally be paid in the currency of denomination of the Sub-Fund concerned within 10 BD after the calculation of the NAV of the shares. Such calculation will normally be made within 22 BD after the applicable valuation day.",2018-12-31 00:00:00,0,"None","Luxembourg"
105135,"Areca Value Discovery A CHF","Fund of Funds","CHF","Swiss Franc","LU - SIF - SICAV",,,2008-12-01 00:00:00,2015-03-05 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",125000,1.5,10,"Monthly",1,0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,0,,"Monthly","Monthly","Quarterly",45,12,"A redemption fee of 1% will be applied to all redemptions that occur during 7 to 12 months of the issue of the shares.",22,"The proceeds of redemption will normally be paid in the currency of denomination of the Sub-Fund concerned within 10 BD after the calculation of the NAV of the shares. Such calculation will normally be made within 22 BD after the applicable valuation day.",2018-12-31 00:00:00,0,"None","Luxembourg"
105140,"Meridon Innovative Technologies Fund","Other","EUR","Euro",,,,2015-01-06 00:00:00,2015-02-24 00:00:00,2018-08-31 00:00:00,"N",,,,"N",75000,,,,,,0,,,,,,,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Malta"
105145,"Metatron Long-Short Equity A","Long/Short Equity Hedge","EUR","Euro","SICAV",,,2013-07-31 00:00:00,2015-02-10 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",75000,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
105179,"Leadenhall Divers Ins Linked Invs Fd plc A CHF","Multi-Strategy","CHF","Swiss Franc","OEIC",,,2013-05-01 00:00:00,2015-03-05 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",250000,1.5,20,"Monthly",1,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",90,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,"None","Ireland"
105181,"Leadenhall Divers Ins Linked Invs Fd plc A EUR","Multi-Strategy","EUR","Euro","OEIC",,,2014-06-02 00:00:00,2015-03-05 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",250000,1.5,20,"Monthly",1,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",90,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,"None","Ireland"
105186,"Aliseo Dis","Long/Short Equity Hedge","EUR","Euro",,,,2015-01-23 00:00:00,2015-03-02 00:00:00,2019-10-31 00:00:00,"N",,,,"N",500000,,,,,,0,,,,,,,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",,"",2018-12-31 00:00:00,0,,"Italy"
105189,"Leadenhall Value Ins Linked Investment plc B CHF","Other","CHF","Swiss Franc","OEIC",,,2013-12-02 00:00:00,2015-03-13 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1.5,20,"Monthly",1,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",90,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,"None","Ireland"
105190,"Leadenhall Value Ins Linked Investment plc B GBP","Other","GBP","British Pound Sterling","OEIC",,,2014-05-01 00:00:00,2015-03-13 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1.5,20,"Monthly",1,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",90,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,"None","Ireland"
105191,"Leadenhall Value Ins Linked Investment plc E USD","Other","USD","US Dollar","OEIC",,,2014-08-01 00:00:00,2015-03-13 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",10000000,1.5,10,"Monthly",1,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",90,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,"None","Ireland"
105192,"Audentia Cap Sicav plc - Artemisa Fund","Multi-Strategy","EUR","Euro","SICAV",,,2014-11-28 00:00:00,2015-03-04 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",75000,2,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
105198,"Leadenhall Value Ins Linked Investment plc E JPY","Other","JPY","Japanese YEN","OEIC",,,2014-12-01 00:00:00,2015-03-13 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",10000000,1.5,10,"Monthly",1,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",90,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,"None","Ireland"
105239,"Audentia Capital Sicav plc - Secured Bond A","Other","EUR","Euro",,,,2014-10-31 00:00:00,2015-03-06 00:00:00,2019-08-31 00:00:00,"N",,,,"N",75000,,,,,,0,,,,,,,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Malta"
105284,"Capaneo Absolute Return A EUR","Global Macro","EUR","Euro","SICAV",,,2014-10-31 00:00:00,2015-03-17 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",75000,2,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
105285,"Capaneo Absolute Return B USD","Global Macro","USD","US Dollar","SICAV",,,2014-11-28 00:00:00,2015-03-17 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",75000,2,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
105286,"Capaneo Absolute Return C GBP","Global Macro","GBP","British Pound Sterling","SICAV",,,2014-11-28 00:00:00,2015-03-17 00:00:00,2016-08-31 00:00:00,"N",100,100,0,"R",75000,2,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,"Monthly","Not Defined","Not Defined",0,0,"",0,"",2018-12-31 00:00:00,0,"None","Malta"
