"ProductReference","CompanyID","CompanyName","CompanyTypeID","CompanyType","Sequence","Address1","Address2","Address3","CityName","StateName","Zip","CountryName","Phone1","Phone2","Fax1","Fax2","MainEmail","WebAddress"
89587,88868,"Daycoval Asset Management Adm de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.daycoval.com.br"
89588,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
89588,88802,"Fides Asset Management Ltda",2,"Investment Advisor",1,"Av das Americas 500, Bloco 19","Sala 104, Shopping Downtown","Barra da Tijuca","Rio De Janeiro","","","Brazil","+ 21 3389 6800","","","","comercial@fidesasset.com.br","www.fidesasset.com.br"
89590,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89598,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89598,88827,"Rio Performance Gestora de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89604,88815,"Opus Gestao de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","odecotelli@opus.com.br","www.opus.com.br"
89604,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89614,88898,"BNY Mellon Asset Management Brazil LTDA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.bnymellon.com.br"
89614,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89621,38491,"Banco Itau SA",2,"Investment Advisor",1,"Rua Boa Vista, 185","","","Sao Paulo","None","01014-001","Brazil","","","","","","www.itau.com.br"
89621,88867,"Concordia SA CVMCC",1,"Management Firm",1,"","","","","","","Brazil","+ 55 133 224 8577","","","","","www.concordia.com.br"
89625,88871,"Banco Alfa de Investimento SA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 175 5143","","","","alfanet@alfanet.com.br","www.alfanet.com.br"
89625,88871,"Banco Alfa de Investimento SA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 175 5143","","","","alfanet@alfanet.com.br","www.alfanet.com.br"
89630,88718,"BRAM Bradesco Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 112 178 6700","","","","bram@bradesco.com.br","www.bradesco.com.br"
89630,88737,"Banco Bradesco SA",1,"Management Firm",1,"Cidade de Deus","Vila Yara - Osasco","","Sao Paulo","","","Brazil","+ 55 112 178 6516","","","","bram@bradesco.com.br","www.bradesco.com.br"
89632,88734,"Banco Santander Brasil SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.santander.com.br"
89632,90375,"Polo Capital Gestao de Recursos Ltda",2,"Investment Advisor",1,"Rua Ataulfo de Paiva,","204 10 andar","Bairro Leblon","Rio De Janeiro","","22440 033","Brazil","+55 21 320 59800","","","","",""
89634,88734,"Banco Santander Brasil SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.santander.com.br"
89634,88830,"Santander Asset Management DTVM LTDA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 115 105 3538","","+ 55 115 105 3738","","",""
89639,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89639,88929,"FRAM Capital Gestao de Ativos Ltda",2,"Investment Advisor",1,"Av. Brigadeiro Faria Lima, 3311","8º Andar - CEP 04538-133","","Sao Paulo","","","Brazil","+ 55 113 513 3100","","","","","www.framcapital.com"
89646,88846,"Banco Safra SA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 175 8248","","","","","www.safra.com.br/"
89646,88854,"Banco Safra de Investimento SA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 175 8248","","","","info@safrabi.com.br","www.safrabi.com.br"
89648,88677,"Claritas Administracao De Recursos LTDA",2,"Investment Advisor",1,"Av Juscelino Kubitschek","50-10 andar","","Sao Paulo","","","Brazil","","","","","","http://www.claritas.com.br/claritas/index_pti.htm"
89648,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89649,88644,"Capitania SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89649,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89651,88840,"Banco Cooperativo Sicredi SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","investimentos@sicredi.com.br","www.sicredi.com.br"
89651,88840,"Banco Cooperativo Sicredi SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","investimentos@sicredi.com.br","www.sicredi.com.br"
89655,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89655,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89657,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89657,88805,"Gavea Gestao de Investimento Ltda",2,"Investment Advisor",1,"Rua Amauri, 255 7th Floor","Itaim Bibi","","Sao Paulo","","01448-000","Brazil","+ 55 11 3526 9100","","+ 55 11 3526 9101","","","www.gaveainvest.com.br"
89659,88662,"BB Gestao de Recursos DTVM SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.bb.com.br"
89659,88662,"BB Gestao de Recursos DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.bb.com.br"
89661,88854,"Banco Safra de Investimento SA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 175 8248","","","","info@safrabi.com.br","www.safrabi.com.br"
89661,88854,"Banco Safra de Investimento SA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 175 8248","","","","info@safrabi.com.br","www.safrabi.com.br"
89679,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89679,90185,"Valora Gestao de Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.valorainvest.com.br"
89687,88678,"JS Administracao de Recursos SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","Not available"
89687,88854,"Banco Safra de Investimento SA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 175 8248","","","","info@safrabi.com.br","www.safrabi.com.br"
89693,88904,"Credit Suisse Hedging-Griffo Asset Management SA",2,"Investment Advisor",1,"Av. Pres. Juscelino Kubitschek","Torre IV - 7º andar, Itaim Bib","","Sao Paulo","","04543-900","Brazil","+ 55 113 841 6469","","+ 55 11 3704 8666","","","http://www.cshg.com.br/"
89693,88906,"Credit Suisse Hedging-Griffo Corretora de Valores SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.cshg.com.br"
89698,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89698,88748,"Perfin Administracao de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.perfin.com.br"
89703,88907,"UBS Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","+ 55 213 262 9600","","","","marcos.wanderley@ubs.com","www.btgpactual.com"
89703,88916,"Brainvest Consultoria Financeira Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89704,88874,"BTG Pactual Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89704,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89707,88639,"Sita Sonar Gestao De Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.sitasonar.com.br"
89707,88706,"Sita Sociedade Corretora de CVM SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.sita.com.br/site/"
89709,88706,"Sita Sociedade Corretora de CVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.sita.com.br/site/"
89709,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89720,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89720,88804,"Gap Gestora de Recursos Ltda",2,"Investment Advisor",1,"Av. das Américas, 500 - BL. 18 - Lj. 304","Downtown - Barra da Tijuca","","Rio De Janeiro","","22640-100","Brazil","+ 21 2142 1940","","+ 21 2142 1957","","","www.gapasset.com.br"
89724,88771,"Turim 21 Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 212 259 6194","","","","","www.turimbr.com"
89724,88907,"UBS Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","+ 55 213 262 9600","","","","marcos.wanderley@ubs.com","www.btgpactual.com"
89726,88897,"NSG Capital DTVM SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","Not available"
89726,88922,"NSG Capital Administracao de Recursos SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.nsgcapital.com.br/"
89745,88671,"Consenso Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89746,88702,"IP Administracao de Carteiras Global Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89746,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89749,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89751,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
89751,89806,"BTG Pactual WM Gestao de Recursos Ltda",2,"Investment Advisor",1,"Praia de Botafogo, nº 501 - 5º andar, parte,","","","Rio De Janeiro","","","Brazil","","","","","","www.btgpactual.com"
89758,88698,"Itau Unibanco SA",2,"Investment Advisor",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89758,88760,"Banco Itaucard SA",1,"Management Firm",1,"Praça Alfredo Egydio de Souza Aranha","100 - Torre Conceição - 11º","04344-902","Sao Paulo","","","Brazil","","","+ 5511 5019 1133","","","www.itau.com.br"
89762,88871,"Banco Alfa de Investimento SA",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 175 5143","","","","alfanet@alfanet.com.br","www.alfanet.com.br"
89762,88871,"Banco Alfa de Investimento SA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 175 5143","","","","alfanet@alfanet.com.br","www.alfanet.com.br"
89764,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
89764,88916,"Brainvest Consultoria Financeira Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89772,88705,"Seival Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89772,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89774,88710,"BNY Mellon ARX Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.mellonservicosfianceiros.com.br"
89774,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89777,88691,"JGP Gestao Patrimonial Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89777,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89778,88705,"Seival Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89778,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89782,88867,"Concordia SA CVMCC",1,"Management Firm",1,"","","","","","","Brazil","+ 55 133 224 8577","","","","","www.concordia.com.br"
89782,88867,"Concordia SA CVMCC",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 133 224 8577","","","","","www.concordia.com.br"
89784,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89784,90375,"Polo Capital Gestao de Recursos Ltda",2,"Investment Advisor",1,"Rua Ataulfo de Paiva,","204 10 andar","Bairro Leblon","Rio De Janeiro","","22440 033","Brazil","+55 21 320 59800","","","","",""
89785,88760,"Banco Itaucard SA",1,"Management Firm",1,"Praça Alfredo Egydio de Souza Aranha","100 - Torre Conceição - 11º","04344-902","Sao Paulo","","","Brazil","","","+ 5511 5019 1133","","","www.itau.com.br"
89785,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89789,88771,"Turim 21 Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 212 259 6194","","","","","www.turimbr.com"
89789,88907,"UBS Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","+ 55 213 262 9600","","","","marcos.wanderley@ubs.com","www.btgpactual.com"
89791,88723,"LLA DTVM Ltda",2,"Investment Advisor",1,"Av. Brig. Faria Lima, 2.391, 5º ANDAR","JARDIM PAULISTANO","","Sao Paulo","","","Brazil","+ 55 113 95 7070","","","","","www.lastro.com.br"
89791,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89792,88691,"JGP Gestao Patrimonial Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89792,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89794,88716,"Bem DTVM Ltda",1,"Management Firm",1,"Cidade De Deus,S/N 4 Andar","PREDIO NOVISSIMO, VILA YARA","OSASCO","None","","","Brazil","+ 55 113 684 4522","","","","","www.bradesco.com.br"
89794,88915,"Kondor Administradora e Gestora de Recursos Financeiros Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89795,88835,"Tag Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.taginvest.com.br/site"
89795,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89800,88637,"Santander Brasil Asset Management DTVM SA",1,"Management Firm",1,"Av. Paulista 1374","3 andar (parte)","","Sao Paulo","","","Brazil","","","","","","www.santander.com.br"
89800,88637,"Santander Brasil Asset Management DTVM SA",2,"Investment Advisor",1,"Av. Paulista 1374","3 andar (parte)","","Sao Paulo","","","Brazil","","","","","","www.santander.com.br"
89803,88698,"Itau Unibanco SA",2,"Investment Advisor",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89803,89814,"Itaucard Financeira SA Credito Financiamento",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89806,90375,"Polo Capital Gestao de Recursos Ltda",2,"Investment Advisor",1,"Rua Ataulfo de Paiva,","204 10 andar","Bairro Leblon","Rio De Janeiro","","22440 033","Brazil","+55 21 320 59800","","","","",""
89814,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
89814,88874,"BTG Pactual Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89822,88698,"Itau Unibanco SA",2,"Investment Advisor",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89822,88760,"Banco Itaucard SA",1,"Management Firm",1,"Praça Alfredo Egydio de Souza Aranha","100 - Torre Conceição - 11º","04344-902","Sao Paulo","","","Brazil","","","+ 5511 5019 1133","","","www.itau.com.br"
89832,89064,"China Asset Management (Hong Kong) Limited",1,"Management Firm",1,"Room B, 38/F, Bank of China Tower","1 Garden Road","","Century City","","","Hong Kong","","","","","",""
89832,89064,"China Asset Management (Hong Kong) Limited",2,"Investment Advisor",1,"Room B, 38/F, Bank of China Tower","1 Garden Road","","Century City","","","Hong Kong","","","","","",""
89833,89064,"China Asset Management (Hong Kong) Limited",1,"Management Firm",1,"Room B, 38/F, Bank of China Tower","1 Garden Road","","Century City","","","Hong Kong","","","","","",""
89833,89064,"China Asset Management (Hong Kong) Limited",2,"Investment Advisor",1,"Room B, 38/F, Bank of China Tower","1 Garden Road","","Century City","","","Hong Kong","","","","","",""
89841,88718,"BRAM Bradesco Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 112 178 6700","","","","bram@bradesco.com.br","www.bradesco.com.br"
89841,88737,"Banco Bradesco SA",1,"Management Firm",1,"Cidade de Deus","Vila Yara - Osasco","","Sao Paulo","","","Brazil","+ 55 112 178 6516","","","","bram@bradesco.com.br","www.bradesco.com.br"
89872,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89872,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89875,88845,"Hedging Griffo Asset Management Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 704 8600","","+ 55 113 704 8666","","faleconosco@griffo.com.br","www.cshg.com.br"
89875,88906,"Credit Suisse Hedging-Griffo Corretora de Valores SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.cshg.com.br"
89877,88718,"BRAM Bradesco Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 112 178 6700","","","","bram@bradesco.com.br","www.bradesco.com.br"
89877,88737,"Banco Bradesco SA",1,"Management Firm",1,"Cidade de Deus","Vila Yara - Osasco","","Sao Paulo","","","Brazil","+ 55 112 178 6516","","","","bram@bradesco.com.br","www.bradesco.com.br"
89881,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89881,88698,"Itau Unibanco SA",2,"Investment Advisor",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89884,88710,"BNY Mellon ARX Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.mellonservicosfianceiros.com.br"
89884,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89887,88710,"BNY Mellon ARX Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.mellonservicosfianceiros.com.br"
89887,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89897,88722,"Intrag DTVM Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","+ 55 113 811 9921","","rogerio.aoki@itau.com.br","www.itau.com.br"
89897,88728,"Safdie DTVM Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 96 1127","","","","","www.safdiedtvm.com.br"
89898,88853,"Fiducia Asset Management S.A",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 112 146 9700","","","","fiducia@fiduciacorp.com","www.fiduciacorp.com"
89898,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
89899,88904,"Credit Suisse Hedging-Griffo Asset Management SA",2,"Investment Advisor",1,"Av. Pres. Juscelino Kubitschek","Torre IV - 7º andar, Itaim Bib","","Sao Paulo","","04543-900","Brazil","+ 55 113 841 6469","","+ 55 11 3704 8666","","","http://www.cshg.com.br/"
89899,88906,"Credit Suisse Hedging-Griffo Corretora de Valores SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.cshg.com.br"
89900,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
89900,88874,"BTG Pactual Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","Not available"
89904,88906,"Credit Suisse Hedging-Griffo Corretora de Valores SA",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.cshg.com.br"
89904,89804,"Pragma Gestao Patrimonial Ltda",2,"Investment Advisor",1,"Rua Leopoldo Couto de Magalhaes Jr. n.1400,","n.100, cj 1202,","","Sao Paulo","","","Brazil","","","","","www.pragmapatrimonio.com.br",""
89906,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89906,88698,"Itau Unibanco SA",2,"Investment Advisor",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89911,88868,"Daycoval Asset Management Adm de Recursos Ltda",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.daycoval.com.br"
89911,88868,"Daycoval Asset Management Adm de Recursos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.daycoval.com.br"
89914,88718,"BRAM Bradesco Asset Management SA DTVM",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 112 178 6700","","","","bram@bradesco.com.br","www.bradesco.com.br"
89914,88737,"Banco Bradesco SA",1,"Management Firm",1,"Cidade de Deus","Vila Yara - Osasco","","Sao Paulo","","","Brazil","+ 55 112 178 6516","","","","bram@bradesco.com.br","www.bradesco.com.br"
89916,88696,"BTG Pactual Servicos Financeiros SA DTVM",1,"Management Firm",1,"","","","","","","Brazil","","","","","","www.btg.com/"
89916,88755,"Maua Investimentos Ltda",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.mauainvest.com.br"
89917,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89917,88855,"Itau DTVM SA",2,"Investment Advisor",1,"","","","","","","Brazil","","","","","","www.itau.com.br"
89919,88769,"SLW Corretora De Valores e Cambio Ltda",1,"Management Firm",1,"","","","","","","Brazil","+ 55 113 48 9900","","+ 55 113 48 9888","","slw@slw.com.br","www.slw.com.br"
89919,88911,"Eagle Capital S/S LTDA",2,"Investment Advisor",1,"Av. IV Centenário, 1.100","","","Sao Paulo","","04030-000","Brazil","+ 55 11 5539 2366","","+ 55 11 5539 4812","","","http://www.eaglecapital.com.br"
89923,88698,"Itau Unibanco SA",1,"Management Firm",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89923,88698,"Itau Unibanco SA",2,"Investment Advisor",1,"Avenida Brigadeiro Faria Lima","3400 ? 14º andar","","Sao Paulo","","04538-132","Brazil","","","","","","www.itau.com.br"
89927,88879,"Victoire Finance Capital Administracao de Recursos LTDA",2,"Investment Advisor",1,"","","","","","","Brazil","+ 55 113 55 2050","","+ 55 113 55 2061","","","www.victoirecapital.com.br"
89927,88917,"BNY Mellon Servicos Financeiros DTVM SA",1,"Management Firm",1,"Av. Presidente Wilson, 231/11th floor","","","Rio De Janeiro","","20030-905","Brazil","+ 55 21 3219 2500","","+ 55 21 3219 2501","","fip@bnymellon.com.br","www.mellonservicosfinanceiros.com.br"
